LTLA Code,MSOA Code,MSOA Name,Under 16,16-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,16+
E06000019,E02002926,Ross-on-Wye,1814,1519,717,690,594,715,776,816,775,784,791,631,961,9769
E06000019,E02002927,"Penyard, Llangarron & Goodrich",1540,1467,574,572,610,750,951,1193,1080,1049,944,789,852,10831
E06000020,E02002928,Newport North,946,896,316,306,333,378,430,465,386,376,436,311,345,4978
E06000020,E02002929,Edgemond & Church Aston,979,2071,311,316,337,419,563,564,429,424,447,368,413,6662
E06000020,E02002930,Newport South,1235,1113,416,421,418,465,489,437,353,352,441,345,459,5709
E06000020,E02002931,Muxton & Lilleshall,1233,1105,371,374,411,522,623,588,446,361,399,327,344,5871
E06000020,E02002932,Donnington,2127,1549,736,711,652,658,700,543,419,386,356,260,315,7285
E06000020,E02002933,Dothill & Shawbirch,1318,1268,504,447,427,532,713,691,565,451,469,380,496,6943
E06000020,E02002934,Apley & Leegomery,1167,1029,400,413,427,414,513,495,430,431,331,208,234,5325
E06000020,E02002935,Wrockwardine Wood & Trench,1172,998,457,421,410,428,492,477,428,385,419,295,382,5592
E06000020,E02002936,Hadley & Horton,2744,2215,1031,1001,863,803,741,633,477,359,315,208,253,8899
E06000020,E02002937,"Ironbridge, Admaston & Higher Ercall",1606,1393,525,576,605,742,945,1001,824,661,675,536,622,9105
E06000020,E02002938,Wellington East,1737,1622,595,583,508,523,487,458,435,359,320,220,281,6391
E06000020,E02002939,Wellington West,1298,1210,501,503,443,512,554,525,459,392,448,331,491,6369
E06000020,E02002940,St George's,1005,939,379,404,351,391,458,471,382,337,333,245,318,5008
