date,areaType,areaCode,areaName,metric,age,rate,value
"2021-03-04",nation,E92000001,England,femaleCases,"90+",13393.4,47016
"2021-03-04",nation,E92000001,England,femaleCases,"65_to_69",3742.7,54043
"2021-03-04",nation,E92000001,England,femaleCases,"85_to_89",7943.4,42015
"2021-03-04",nation,E92000001,England,femaleCases,"0_to_4",2389.3,38383
"2021-03-04",nation,E92000001,England,femaleCases,"60_to_64",5930.9,93981
"2021-03-04",nation,E92000001,England,femaleCases,"45_to_49",8918.1,152866
"2021-03-04",nation,E92000001,England,femaleCases,"70_to_74",3082.9,44677
"2021-03-04",nation,E92000001,England,femaleCases,"50_to_54",8421.4,158030
"2021-03-04",nation,E92000001,England,femaleCases,"75_to_79",3717.4,38660
"2021-03-04",nation,E92000001,England,femaleCases,"10_to_14",3929.3,67810
"2021-03-04",nation,E92000001,England,femaleCases,"15_to_19",7915.5,129402
"2021-03-04",nation,E92000001,England,femaleCases,"5_to_9",2250.7,41887
"2021-03-04",nation,E92000001,England,femaleCases,"25_to_29",11073.6,187714
"2021-03-04",nation,E92000001,England,femaleCases,"80_to_84",5074.2,40820
"2021-03-04",nation,E92000001,England,femaleCases,"35_to_39",8822.6,168282
"2021-03-04",nation,E92000001,England,femaleCases,"55_to_59",6917.3,137000
"2021-03-03",nation,E92000001,England,maleCases,"10_to_14",3728.6,67580
"2021-03-03",nation,E92000001,England,maleCases,"50_to_54",7332.3,134863
"2021-03-03",nation,E92000001,England,maleCases,"0_to_4",2373.5,40188
"2021-03-03",nation,E92000001,England,maleCases,"85_to_89",8093.5,28396
"2021-03-03",nation,E92000001,England,maleCases,"5_to_9",2447.1,44283
"2021-03-03",nation,E92000001,England,maleCases,"20_to_24",9264.6,147096
"2021-03-03",nation,E92000001,England,maleCases,"40_to_44",7100.5,131297
"2021-03-03",nation,E92000001,England,maleCases,"65_to_69",4252.2,57524
"2021-03-03",nation,E92000001,England,maleCases,"80_to_84",5446.8,34612
"2021-03-03",nation,E92000001,England,maleCases,"15_to_19",6240.6,107304
"2021-03-03",nation,E92000001,England,maleCases,"45_to_49",7688.8,130725
"2021-03-03",nation,E92000001,England,maleCases,"55_to_59",6302.6,121446
"2021-03-03",nation,E92000001,England,maleCases,"30_to_34",8011.1,154865
"2021-03-03",nation,E92000001,England,maleCases,"25_to_29",8652.9,155122
"2021-03-03",nation,E92000001,England,maleCases,"60_to_64",5944.9,90793
"2021-03-03",nation,E92000001,England,maleCases,"70_to_74",3563.6,47401
"2021-03-03",nation,E92000001,England,maleCases,"90+",12092.6,20102
"2021-03-03",nation,E92000001,England,maleCases,"35_to_39",7518.6,142895
"2021-03-03",nation,E92000001,England,maleCases,"75_to_79",4238.5,38177
"2021-03-03",nation,E92000001,England,femaleCases,"30_to_34",9785.8,182827
"2021-03-03",nation,E92000001,England,femaleCases,"10_to_14",3923,67700
"2021-03-03",nation,E92000001,England,femaleCases,"25_to_29",11059.7,187478
"2021-03-03",nation,E92000001,England,femaleCases,"80_to_84",5070.3,40788
"2021-03-03",nation,E92000001,England,femaleCases,"85_to_89",7935.7,41974
"2021-03-03",nation,E92000001,England,femaleCases,"90+",13385.7,46989
"2021-03-03",nation,E92000001,England,femaleCases,"40_to_44",8175.8,154076
"2021-03-03",nation,E92000001,England,femaleCases,"75_to_79",3714.2,38627
"2021-03-03",nation,E92000001,England,femaleCases,"50_to_54",8412,157852
"2021-03-03",nation,E92000001,England,femaleCases,"65_to_69",3738.5,53982
"2021-03-03",nation,E92000001,England,femaleCases,"60_to_64",5924.4,93878
"2021-03-03",nation,E92000001,England,femaleCases,"0_to_4",2384.9,38312
"2021-03-03",nation,E92000001,England,femaleCases,"35_to_39",8809.7,168037
"2021-03-03",nation,E92000001,England,femaleCases,"70_to_74",3080,44634
"2021-03-03",nation,E92000001,England,femaleCases,"55_to_59",6910.1,136857
"2021-03-03",nation,E92000001,England,femaleCases,"45_to_49",8908,152692
"2021-03-03",nation,E92000001,England,femaleCases,"15_to_19",7903.8,129211
"2021-03-03",nation,E92000001,England,femaleCases,"5_to_9",2246.4,41806
"2021-03-03",nation,E92000001,England,femaleCases,"20_to_24",12101.7,181830
"2021-03-02",nation,E92000001,England,maleCases,"45_to_49",7677.6,130534
"2021-03-02",nation,E92000001,England,maleCases,"20_to_24",9252.8,146908
"2021-03-02",nation,E92000001,England,maleCases,"80_to_84",5440.5,34572
"2021-03-02",nation,E92000001,England,maleCases,"15_to_19",6231.7,107152
"2021-03-02",nation,E92000001,England,maleCases,"50_to_54",7322.5,134682
"2021-03-02",nation,E92000001,England,maleCases,"0_to_4",2368.5,40103
"2021-03-02",nation,E92000001,England,maleCases,"65_to_69",4248.2,57469
"2021-03-02",nation,E92000001,England,maleCases,"55_to_59",6293.8,121277
"2021-03-02",nation,E92000001,England,maleCases,"10_to_14",3722.4,67467
"2021-03-02",nation,E92000001,England,maleCases,"85_to_89",8086.1,28370
"2021-03-02",nation,E92000001,England,maleCases,"25_to_29",8639,154874
"2021-03-02",nation,E92000001,England,maleCases,"30_to_34",7997.3,154598
"2021-03-02",nation,E92000001,England,maleCases,"5_to_9",2442.6,44201
"2021-03-02",nation,E92000001,England,maleCases,"90+",12080.6,20082
"2021-03-02",nation,E92000001,England,maleCases,"40_to_44",7089.1,131086
"2021-03-02",nation,E92000001,England,maleCases,"75_to_79",4234.8,38143
"2021-03-02",nation,E92000001,England,maleCases,"60_to_64",5937.2,90675
"2021-03-02",nation,E92000001,England,maleCases,"35_to_39",7507,142674
"2021-03-02",nation,E92000001,England,maleCases,"70_to_74",3560.6,47361
"2021-03-02",nation,E92000001,England,femaleCases,"0_to_4",2380.5,38241
"2021-03-02",nation,E92000001,England,femaleCases,"65_to_69",3734.4,53923
"2021-03-02",nation,E92000001,England,femaleCases,"80_to_84",5066.3,40756
"2021-03-02",nation,E92000001,England,femaleCases,"45_to_49",8896.4,152494
"2021-03-02",nation,E92000001,England,femaleCases,"35_to_39",8796.1,167777
"2021-03-02",nation,E92000001,England,femaleCases,"5_to_9",2242.1,41727
"2021-03-02",nation,E92000001,England,femaleCases,"90+",13376,46955
"2021-03-02",nation,E92000001,England,femaleCases,"55_to_59",6901.1,136679
"2021-03-02",nation,E92000001,England,femaleCases,"85_to_89",7927.4,41930
"2021-03-02",nation,E92000001,England,femaleCases,"10_to_14",3916,67580
"2021-03-02",nation,E92000001,England,femaleCases,"40_to_44",8163.6,153846
"2021-03-02",nation,E92000001,England,femaleCases,"15_to_19",7893.7,129046
"2021-03-02",nation,E92000001,England,femaleCases,"75_to_79",3711.3,38597
"2021-03-02",nation,E92000001,England,femaleCases,"30_to_34",9768.8,182509
"2021-03-02",nation,E92000001,England,femaleCases,"25_to_29",11042.5,187186
"2021-03-02",nation,E92000001,England,femaleCases,"20_to_24",12087.4,181615
"2021-03-02",nation,E92000001,England,femaleCases,"50_to_54",8401.9,157663
"2021-03-02",nation,E92000001,England,femaleCases,"70_to_74",3077.2,44594
"2021-03-02",nation,E92000001,England,femaleCases,"60_to_64",5917,93760
"2021-03-01",nation,E92000001,England,maleCases,"60_to_64",5929.1,90551
"2021-03-01",nation,E92000001,England,maleCases,"45_to_49",7666.2,130340
"2021-03-01",nation,E92000001,England,maleCases,"15_to_19",6222.9,107000
"2021-03-01",nation,E92000001,England,maleCases,"65_to_69",4242.7,57395
"2021-03-01",nation,E92000001,England,maleCases,"40_to_44",7076.6,130855
"2021-03-01",nation,E92000001,England,maleCases,"0_to_4",2363.7,40022
"2021-03-01",nation,E92000001,England,maleCases,"55_to_59",6283.7,121082
"2021-03-01",nation,E92000001,England,maleCases,"5_to_9",2437.6,44112
"2021-03-01",nation,E92000001,England,maleCases,"25_to_29",8625.4,154629
"2021-03-01",nation,E92000001,England,maleCases,"80_to_84",5435.1,34538
"2021-03-01",nation,E92000001,England,maleCases,"85_to_89",8077.5,28340
"2021-03-01",nation,E92000001,England,maleCases,"90+",12064.3,20055
"2021-03-01",nation,E92000001,England,maleCases,"50_to_54",7310.4,134460
"2021-03-01",nation,E92000001,England,maleCases,"30_to_34",7982.2,154306
"2021-03-01",nation,E92000001,England,maleCases,"35_to_39",7493.9,142425
"2021-03-01",nation,E92000001,England,maleCases,"10_to_14",3716,67351
"2021-03-01",nation,E92000001,England,maleCases,"70_to_74",3556.3,47304
"2021-03-01",nation,E92000001,England,maleCases,"75_to_79",4230.3,38103
"2021-03-01",nation,E92000001,England,maleCases,"20_to_24",9239.6,146699
"2021-03-01",nation,E92000001,England,femaleCases,"90+",13360.1,46899
"2021-03-01",nation,E92000001,England,femaleCases,"40_to_44",8149.6,153581
"2021-03-01",nation,E92000001,England,femaleCases,"20_to_24",12071,181369
"2021-03-01",nation,E92000001,England,femaleCases,"50_to_54",8388.2,157407
"2021-03-01",nation,E92000001,England,femaleCases,"60_to_64",5907.9,93616
"2021-03-01",nation,E92000001,England,femaleCases,"70_to_74",3074,44548
"2021-03-01",nation,E92000001,England,femaleCases,"65_to_69",3730.6,53867
"2021-03-01",nation,E92000001,England,femaleCases,"15_to_19",7884.2,128890
"2021-03-01",nation,E92000001,England,femaleCases,"75_to_79",3706,38542
"2021-03-01",nation,E92000001,England,femaleCases,"85_to_89",7918.5,41883
"2021-03-01",nation,E92000001,England,femaleCases,"5_to_9",2237.1,41633
"2021-03-01",nation,E92000001,England,femaleCases,"45_to_49",8883.5,152272
"2021-03-01",nation,E92000001,England,femaleCases,"25_to_29",11025.9,186905
"2021-03-01",nation,E92000001,England,femaleCases,"30_to_34",9752.9,182213
"2021-03-01",nation,E92000001,England,femaleCases,"10_to_14",3908.3,67447
"2021-03-01",nation,E92000001,England,femaleCases,"35_to_39",8781.5,167498
"2021-03-01",nation,E92000001,England,femaleCases,"55_to_59",6890.9,136476
"2021-03-01",nation,E92000001,England,femaleCases,"80_to_84",5060.4,40709
"2021-03-01",nation,E92000001,England,femaleCases,"0_to_4",2375,38152
"2021-02-28",nation,E92000001,England,maleCases,"5_to_9",2433,44027
"2021-02-28",nation,E92000001,England,maleCases,"85_to_89",8065.3,28297
"2021-02-28",nation,E92000001,England,maleCases,"55_to_59",6273.3,120882
"2021-02-28",nation,E92000001,England,maleCases,"20_to_24",9226.1,146484
"2021-02-28",nation,E92000001,England,maleCases,"65_to_69",4237.5,57325
"2021-02-28",nation,E92000001,England,maleCases,"15_to_19",6215.2,106867
"2021-02-28",nation,E92000001,England,maleCases,"70_to_74",3552.2,47250
"2021-02-28",nation,E92000001,England,maleCases,"0_to_4",2357.7,39921
"2021-02-28",nation,E92000001,England,maleCases,"40_to_44",7062.9,130601
"2021-02-28",nation,E92000001,England,maleCases,"45_to_49",7653.6,130126
"2021-02-28",nation,E92000001,England,maleCases,"25_to_29",8611.3,154376
"2021-02-28",nation,E92000001,England,maleCases,"75_to_79",4224.3,38049
"2021-02-28",nation,E92000001,England,maleCases,"35_to_39",7478.9,142141
"2021-02-28",nation,E92000001,England,maleCases,"80_to_84",5427.6,34490
"2021-02-28",nation,E92000001,England,maleCases,"30_to_34",7968.2,154035
"2021-02-28",nation,E92000001,England,maleCases,"90+",12042.7,20019
"2021-02-28",nation,E92000001,England,maleCases,"60_to_64",5919.1,90399
"2021-02-28",nation,E92000001,England,maleCases,"50_to_54",7297.5,134223
"2021-02-28",nation,E92000001,England,maleCases,"10_to_14",3709,67224
"2021-02-28",nation,E92000001,England,femaleCases,"15_to_19",7873.5,128716
"2021-02-28",nation,E92000001,England,femaleCases,"0_to_4",2370.1,38074
"2021-02-28",nation,E92000001,England,femaleCases,"65_to_69",3725,53787
"2021-02-28",nation,E92000001,England,femaleCases,"80_to_84",5053.4,40652
"2021-02-28",nation,E92000001,England,femaleCases,"85_to_89",7908.6,41831
"2021-02-28",nation,E92000001,England,femaleCases,"45_to_49",8870.2,152044
"2021-02-28",nation,E92000001,England,femaleCases,"55_to_59",6879.6,136252
"2021-02-28",nation,E92000001,England,femaleCases,"90+",13341.5,46834
"2021-02-28",nation,E92000001,England,femaleCases,"10_to_14",3902.1,67340
"2021-02-28",nation,E92000001,England,femaleCases,"70_to_74",3071.3,44508
"2021-02-28",nation,E92000001,England,femaleCases,"25_to_29",11010.6,186645
"2021-02-28",nation,E92000001,England,femaleCases,"40_to_44",8134.5,153298
"2021-02-28",nation,E92000001,England,femaleCases,"5_to_9",2233.2,41561
"2021-02-28",nation,E92000001,England,femaleCases,"30_to_34",9734.7,181872
"2021-02-28",nation,E92000001,England,femaleCases,"75_to_79",3702.6,38506
"2021-02-28",nation,E92000001,England,femaleCases,"60_to_64",5898.1,93461
"2021-02-28",nation,E92000001,England,femaleCases,"20_to_24",12052.2,181086
"2021-02-28",nation,E92000001,England,femaleCases,"35_to_39",8764.6,167176
"2021-02-28",nation,E92000001,England,femaleCases,"50_to_54",8375.5,157168
"2021-02-27",nation,E92000001,England,maleCases,"35_to_39",7469.5,141961
"2021-02-27",nation,E92000001,England,maleCases,"10_to_14",3704.3,67139
"2021-02-27",nation,E92000001,England,maleCases,"0_to_4",2354.3,39863
"2021-02-27",nation,E92000001,England,maleCases,"45_to_49",7644.8,129976
"2021-02-27",nation,E92000001,England,maleCases,"15_to_19",6210.6,106788
"2021-02-27",nation,E92000001,England,maleCases,"65_to_69",4233.9,57276
"2021-02-27",nation,E92000001,England,maleCases,"60_to_64",5912.3,90295
"2021-02-27",nation,E92000001,England,maleCases,"30_to_34",7956.1,153802
"2021-02-27",nation,E92000001,England,maleCases,"70_to_74",3548.6,47202
"2021-02-27",nation,E92000001,England,maleCases,"85_to_89",8060.7,28281
"2021-02-27",nation,E92000001,England,maleCases,"55_to_59",6266.2,120746
"2021-02-27",nation,E92000001,England,maleCases,"90+",12035.4,20007
"2021-02-27",nation,E92000001,England,maleCases,"25_to_29",8601.1,154193
"2021-02-27",nation,E92000001,England,maleCases,"50_to_54",7288.6,134059
"2021-02-27",nation,E92000001,England,maleCases,"75_to_79",4220.8,38017
"2021-02-27",nation,E92000001,England,maleCases,"5_to_9",2429.9,43972
"2021-02-27",nation,E92000001,England,maleCases,"40_to_44",7054.6,130448
"2021-02-27",nation,E92000001,England,maleCases,"80_to_84",5424.1,34468
"2021-02-27",nation,E92000001,England,maleCases,"20_to_24",9218,146356
"2021-02-27",nation,E92000001,England,femaleCases,"50_to_54",8365.4,156978
"2021-02-27",nation,E92000001,England,femaleCases,"10_to_14",3898.6,67279
"2021-02-27",nation,E92000001,England,femaleCases,"60_to_64",5891.5,93357
"2021-02-27",nation,E92000001,England,femaleCases,"55_to_59",6872.9,136120
"2021-02-27",nation,E92000001,England,femaleCases,"80_to_84",5049.9,40624
"2021-02-27",nation,E92000001,England,femaleCases,"70_to_74",3069.1,44477
"2021-02-27",nation,E92000001,England,femaleCases,"0_to_4",2366.3,38013
"2021-02-27",nation,E92000001,England,femaleCases,"90+",13334.7,46810
"2021-02-27",nation,E92000001,England,femaleCases,"25_to_29",11000,186465
"2021-02-27",nation,E92000001,England,femaleCases,"20_to_24",12039.4,180894
"2021-02-27",nation,E92000001,England,femaleCases,"35_to_39",8752.2,166939
"2021-02-27",nation,E92000001,England,femaleCases,"5_to_9",2230.5,41511
"2021-02-27",nation,E92000001,England,femaleCases,"85_to_89",7903.3,41803
"2021-02-27",nation,E92000001,England,femaleCases,"30_to_34",9722.3,181641
"2021-02-27",nation,E92000001,England,femaleCases,"65_to_69",3722,53743
"2021-02-27",nation,E92000001,England,femaleCases,"45_to_49",8859,151852
"2021-02-27",nation,E92000001,England,femaleCases,"40_to_44",8125.6,153129
"2021-02-27",nation,E92000001,England,femaleCases,"15_to_19",7867.3,128614
"2021-02-27",nation,E92000001,England,femaleCases,"75_to_79",3700.1,38480
"2021-02-26",nation,E92000001,England,maleCases,"75_to_79",4217.6,37988
"2021-02-26",nation,E92000001,England,maleCases,"30_to_34",7944.1,153570
"2021-02-26",nation,E92000001,England,maleCases,"80_to_84",5421.1,34449
"2021-02-26",nation,E92000001,England,maleCases,"5_to_9",2427.1,43922
"2021-02-26",nation,E92000001,England,maleCases,"0_to_4",2350.4,39798
"2021-02-26",nation,E92000001,England,maleCases,"45_to_49",7635.4,129816
"2021-02-26",nation,E92000001,England,maleCases,"90+",12024.6,19989
"2021-02-26",nation,E92000001,England,maleCases,"25_to_29",8589.9,153993
"2021-02-26",nation,E92000001,England,maleCases,"20_to_24",9207.2,146185
"2021-02-26",nation,E92000001,England,maleCases,"50_to_54",7279.3,133888
"2021-02-26",nation,E92000001,England,maleCases,"70_to_74",3545.5,47161
"2021-02-26",nation,E92000001,England,maleCases,"15_to_19",6206,106709
"2021-02-26",nation,E92000001,England,maleCases,"65_to_69",4229.7,57219
"2021-02-26",nation,E92000001,England,maleCases,"55_to_59",6259.1,120609
"2021-02-26",nation,E92000001,England,maleCases,"85_to_89",8055.6,28263
"2021-02-26",nation,E92000001,England,maleCases,"10_to_14",3700.8,67076
"2021-02-26",nation,E92000001,England,maleCases,"60_to_64",5904.4,90175
"2021-02-26",nation,E92000001,England,maleCases,"40_to_44",7046.5,130298
"2021-02-26",nation,E92000001,England,maleCases,"35_to_39",7458.8,141759
"2021-02-26",nation,E92000001,England,femaleCases,"55_to_59",6866.6,135995
"2021-02-26",nation,E92000001,England,femaleCases,"60_to_64",5884,93237
"2021-02-26",nation,E92000001,England,femaleCases,"35_to_39",8741.6,166738
"2021-02-26",nation,E92000001,England,femaleCases,"50_to_54",8357.3,156827
"2021-02-26",nation,E92000001,England,femaleCases,"30_to_34",9710.1,181412
"2021-02-26",nation,E92000001,England,femaleCases,"15_to_19",7860.2,128497
"2021-02-26",nation,E92000001,England,femaleCases,"20_to_24",12028.2,180726
"2021-02-26",nation,E92000001,England,femaleCases,"80_to_84",5045.6,40590
"2021-02-26",nation,E92000001,England,femaleCases,"85_to_89",7898.6,41778
"2021-02-26",nation,E92000001,England,femaleCases,"40_to_44",8115,152930
"2021-02-26",nation,E92000001,England,femaleCases,"10_to_14",3894.6,67210
"2021-02-26",nation,E92000001,England,femaleCases,"25_to_29",10986,186229
"2021-02-26",nation,E92000001,England,femaleCases,"5_to_9",2227.6,41456
"2021-02-26",nation,E92000001,England,femaleCases,"65_to_69",3718.4,53691
"2021-02-26",nation,E92000001,England,femaleCases,"90+",13325.9,46779
"2021-02-26",nation,E92000001,England,femaleCases,"75_to_79",3697.6,38454
"2021-02-26",nation,E92000001,England,femaleCases,"0_to_4",2362.3,37949
"2021-02-26",nation,E92000001,England,femaleCases,"45_to_49",8848.8,151678
"2021-02-26",nation,E92000001,England,femaleCases,"70_to_74",3066.3,44436
"2021-02-25",nation,E92000001,England,maleCases,"15_to_19",6198.2,106575
"2021-02-25",nation,E92000001,England,maleCases,"45_to_49",7622.2,129593
"2021-02-25",nation,E92000001,England,maleCases,"25_to_29",8573.7,153702
"2021-02-25",nation,E92000001,England,maleCases,"75_to_79",4213.8,37954
"2021-02-25",nation,E92000001,England,maleCases,"40_to_44",7033.1,130049
"2021-02-25",nation,E92000001,England,maleCases,"35_to_39",7445.1,141498
"2021-02-25",nation,E92000001,England,maleCases,"20_to_24",9192.2,145946
"2021-02-25",nation,E92000001,England,maleCases,"90+",12012.6,19969
"2021-02-25",nation,E92000001,England,maleCases,"5_to_9",2422.8,43843
